PAYMENT,2204.04,586,0,0,0
PAYMENT,2641.47,23053,20411.53,0,0
CASH_OUT,23261.3,20411.53,0,0,0
PAYMENT,2330.64,203543,201212.36,0,0
PAYMENT,1614.64,41276,39661.36,0,0
PAYMENT,9164.71,47235.77,38071.06,0,0
PAYMENT,2970.97,38071.06,35100.09,0,0
PAYMENT,38.66,16174,16135.34,0,0
PAYMENT,2252.44,1627,0,0,0
TRANSFER,62610.8,79114,16503.2,0,0
DEBIT,5529.13,8547,3017.87,0,0
CASH_OUT,82940.31,3017.87,0,0,0
DEBIT,4510.22,10256,5745.78,0,0
DEBIT,8727.74,882770,874042.26,0,0
PAYMENT,2599.46,874042.26,871442.79,0,0
DEBIT,4874.49,153,0,0,0
PAYMENT,6440.78,2192,0,0,0
PAYMENT,4910.14,41551,36640.86,0,0
PAYMENT,6444.64,12019,5574.36,0,0
DEBIT,5149.66,4782,0,0,0
PAYMENT,7292.16,216827,209534.84,0,0
CASH_OUT,47458.86,209534.84,162075.98,0,0
CASH_OUT,136872.92,162075.98,25203.05,0,0
CASH_OUT,94253.33,25203.05,0,0,0
PAYMENT,2998.04,12030,9031.96,0,0
PAYMENT,3454.08,9031.96,5577.88,0,0
PAYMENT,4316.2,10999,6682.8,0,0
PAYMENT,2131.84,224,0,0,0
PAYMENT,12986.61,23350,10363.39,0,0
TRANSFER,42712.39,10363.39,0,0,0
TRANSFER,77957.68,0,0,0,0
TRANSFER,17231.46,0,0,0,0
TRANSFER,78766.03,0,0,0,0
TRANSFER,224606.64,0,0,0,0
TRANSFER,125872.53,0,0,0,0
TRANSFER,379856.23,0,0,0,0
TRANSFER,1505626.01,0,0,0,0
TRANSFER,554026.99,0,0,0,0
TRANSFER,147543.1,0,0,0,0
TRANSFER,761507.39,0,0,0,0
TRANSFER,1429051.47,0,0,0,0
TRANSFER,358831.92,0,0,0,0
TRANSFER,367768.4,0,0,0,0
TRANSFER,209711.11,0,0,0,0
TRANSFER,583848.46,0,0,0,0
TRANSFER,1724887.05,0,0,0,0
TRANSFER,710544.77,0,0,0,0
TRANSFER,581294.26,0,0,0,0
TRANSFER,11996.58,0,0,0,0
PAYMENT,2875.1,15443,12567.9,0,0
PAYMENT,8586.98,3763,0,0,0
PAYMENT,871.75,19869,18997.25,0,0
PAYMENT,1035.36,71636,70600.64,0,0
PAYMENT,1063.53,83084,82020.47,0,0
PAYMENT,1019.9,204237,203217.1,0,0
PAYMENT,4059.38,26304,22244.62,0,0
PAYMENT,1876.44,182,0,0,0
CASH_OUT,28404.6,0,0,0,0
CASH_OUT,75405.1,0,0,0,0
CASH_OUT,50101.88,0,0,0,0
CASH_OUT,14121.82,0,0,0,0
CASH_OUT,78292.91,0,0,0,0
CASH_OUT,176149.9,0,0,0,0
CASH_OUT,212228.35,0,0,0,0
CASH_OUT,85423.63,0,0,0,0
CASH_OUT,11648.5,0,0,0,0
PAYMENT,6165.58,20925,14759.42,0,0
PAYMENT,3705.83,41903.46,38197.63,0,0
CASH_OUT,419801.4,38197.63,0,0,0
CASH_OUT,335416.51,144478,0,0,0
PAYMENT,3372.29,41398,38025.71,0,0
PAYMENT,661.43,14078,13416.57,0,0
DEBIT,864.68,69836,68971.32,0,0
PAYMENT,1203.44,29941,28737.56,0,0
TRANSFER,330757.04,103657,0,0,0
PAYMENT,1915.43,11450,9534.57,0,0
PAYMENT,8.73,81313,81304.27,0,0
DEBIT,3058.8,18138,15079.2,0,0
PAYMENT,5154.97,9476,4321.03,0,0
PAYMENT,5213.25,36380,31166.75,0,0
PAYMENT,5392.75,50757,45364.25,0,0
PAYMENT,25.12,61663,61637.88,0,0
PAYMENT,17150.89,61637.88,44486.99,0,0
TRANSFER,679502.24,290,0,0,0
TRANSFER,177652.91,23720,0,0,0
PAYMENT,5443.26,236997,231553.74,0,0
PAYMENT,244.87,257978.49,257733.62,0,0
PAYMENT,8281.57,257733.62,249452.05,0,0
PAYMENT,1175.59,20509,19333.41,0,0
PAYMENT,1097.74,24866,23768.26,0,0
TRANSFER,184986.8,39588,0,0,0
PAYMENT,1718.29,117811,116092.71,0,0
PAYMENT,3671.32,100094,96422.68,0,0
DEBIT,3580.26,2565,0,0,0
PAYMENT,8550.9,40060,31509.1,0,0
PAYMENT,9753.55,60829,51075.45,0,0
PAYMENT,3026.98,31139,28112.02,0,0
CASH_OUT,467177.03,28112.02,0,0,0
DEBIT,3875.99,259138,255262.01,0,0
PAYMENT,2148.89,31213,29064.11,0,0
PAYMENT,466.97,80030,79563.03,0,0
CASH_OUT,154139.72,79563.03,0,0,0
CASH_OUT,82685.93,0,0,0,0
CASH_OUT,83857.23,0,0,0,0
CASH_OUT,99109.77,0,0,0,0
CASH_OUT,187726.67,0,0,0,0
CASH_OUT,281339.92,0,0,0,0
CASH_OUT,186447.51,0,0,0,0
CASH_OUT,81029.86,0,0,0,0
CASH_OUT,139054.95,0,0,0,0
CASH_OUT,154716.2,0,0,0,0
CASH_OUT,53631.83,0,0,0,0
CASH_OUT,289645.52,0,0,0,0
CASH_OUT,267148.82,0,0,0,0
CASH_OUT,47913.58,0,0,0,0
CASH_OUT,193605.38,0,0,0,0
CASH_OUT,344464.4,0,0,0,0
CASH_OUT,169409.87,0,0,0,0
CASH_OUT,25793.74,0,0,0,0
CASH_OUT,114712.48,0,0,0,0
CASH_OUT,89038.75,0,0,0,0
CASH_OUT,1341.58,0,0,0,0
CASH_OUT,44443.08,0,0,0,0
CASH_OUT,34729.64,0,0,0,0
CASH_OUT,105979.34,0,0,0,0
CASH_OUT,57794.61,0,0,0,0
CASH_OUT,15918.79,0,0,0,0
CASH_OUT,19162.08,0,0,0,0
CASH_OUT,220691.42,0,0,0,0
CASH_OUT,9536.54,0,0,0,0
CASH_OUT,29784.06,0,0,0,0
CASH_OUT,190445.51,0,0,0,0
CASH_OUT,57279.11,0,0,0,0
CASH_OUT,112086.81,0,0,0,0
CASH_OUT,80311.89,0,0,0,0
CASH_OUT,151829.91,0,0,0,0
CASH_OUT,26004.52,0,0,0,0
CASH_OUT,3146.16,0,0,0,0
CASH_OUT,296752.75,0,0,0,0
CASH_OUT,191702.06,0,0,0,0
CASH_OUT,365510.05,0,0,0,0
CASH_OUT,202332.08,0,0,0,0
CASH_OUT,55105.9,0,0,0,0
CASH_OUT,171508.59,0,0,0,0
CASH_OUT,178439.26,0,0,0,0
CASH_OUT,88834.86,0,0,0,0
CASH_OUT,210370.09,0,0,0,0
CASH_OUT,36437.06,0,0,0,0
CASH_OUT,82691.56,0,0,0,0
CASH_OUT,338767.1,0,0,0,0
CASH_OUT,187728.59,0,0,0,0
CASH_OUT,271002.7,0,0,0,0
CASH_OUT,323105.08,0,0,0,0
CASH_OUT,10782.94,0,0,0,0
CASH_OUT,89962.11,0,0,0,0
CASH_OUT,101940.14,0,0,0,0
CASH_OUT,163100.34,0,0,0,0
CASH_OUT,136030.66,0,0,0,0
CASH_OUT,68912.23,0,0,0,0
CASH_OUT,73464.06,0,0,0,0
CASH_OUT,106117.28,0,0,0,0
CASH_OUT,503333.79,0,0,0,0
CASH_OUT,71991.42,0,0,0,0
CASH_OUT,91379.93,0,0,0,0
CASH_OUT,26759.05,0,0,0,0
CASH_OUT,128487.35,0,0,0,0
CASH_OUT,252908.87,0,0,0,0
CASH_OUT,64489.64,0,0,0,0
CASH_OUT,171369.73,0,0,0,0
PAYMENT,4493.29,8258,3764.71,0,0
PAYMENT,12121.5,97058,84936.5,0,0
PAYMENT,2278.19,290,0,0,0
PAYMENT,7707.44,99827,92119.56,0,0
PAYMENT,4013.02,92119.56,88106.55,0,0
PAYMENT,5775.15,132329,126553.85,0,0
PAYMENT,4843.93,51718,46874.07,0,0
PAYMENT,2397.82,20421,18023.18,0,0
PAYMENT,4391.44,228,0,0,0
DEBIT,4497.87,107388,102890.13,0,0
PAYMENT,7452.89,102397,94944.11,0,0
PAYMENT,3930.81,6032,2101.19,0,0
CASH_OUT,71532.24,2101.19,0,0,0
CASH_OUT,61159.51,0,0,0,0
CASH_OUT,12401.9,0,0,0,0
CASH_OUT,32702.61,0,0,0,0
PAYMENT,6926.67,152927,146000.33,0,0
PAYMENT,893.57,10676,9782.43,0,0
TRANSFER,480222.51,11110,0,0,0
PAYMENT,3608.41,11150,7541.59,0,0
PAYMENT,5946.79,7541.59,1594.8,0,0
PAYMENT,6099.96,42133,36033.04,0,0
PAYMENT,372.34,65254,64881.66,0,0
PAYMENT,4635.18,6313782.05,6309146.87,0,0
PAYMENT,1267.97,6309146.87,6307878.9,0,0
PAYMENT,6911.99,6307878.9,6300966.92,0,0
PAYMENT,1795.67,6300966.92,6299171.25,0,0
PAYMENT,3199.06,6299171.25,6295972.18,0,0
PAYMENT,10265.17,6295972.18,6285707.02,0,0
PAYMENT,9029.12,25480,16450.88,0,0
PAYMENT,7600.57,50747,43146.43,0,0
PAYMENT,2057.71,25132,23074.29,0,0
PAYMENT,3823.08,10382,6558.92,0,0
TRANSFER,2806,2806,0,1,0
CASH_OUT,2806,2806,0,1,0
PAYMENT,6737.2,624,0,0,0
PAYMENT,9161.98,11128,1966.02,0,0
PAYMENT,1239.06,396386,395146.94,0,0
PAYMENT,365,319,0,0,0
PAYMENT,5237.54,27105,21867.46,0,0
PAYMENT,2618.76,21867.46,19248.7,0,0
PAYMENT,339.82,12076,11736.18,0,0
DEBIT,1393.46,100068,98674.54,0,0
PAYMENT,2731.37,17540,14808.63,0,0
PAYMENT,8364.73,81,0,0,0
PAYMENT,6598.71,16392,9793.29,0,0
PAYMENT,4304.58,10708,6403.42,0,0
PAYMENT,2867.14,943,0,0,0
PAYMENT,2946.38,0,0,0,0
PAYMENT,507.12,87005,86497.88,0,0
PAYMENT,3020.86,50361,47340.14,0,0
PAYMENT,8948.03,11137,2188.97,0,0
CASH_OUT,280877.92,2188.97,0,0,0
PAYMENT,1084.9,13727,12642.1,0,0
PAYMENT,9456.69,12642.1,3185.41,0,0
PAYMENT,5812.36,3185.41,0,0,0
TRANSFER,157883.07,46547,0,0,0
PAYMENT,2734.77,4511,1776.23,0,0
CASH_OUT,102153.86,1776.23,0,0,0
PAYMENT,584.52,15479,14894.48,0,0
PAYMENT,6113.14,15629,9515.86,0,0
CASH_OUT,369989.2,9515.86,0,0,0
CASH_OUT,215338.28,0,0,0,0
CASH_OUT,65521.42,0,0,0,0
CASH_OUT,116977.58,0,0,0,0
CASH_OUT,262392.36,0,0,0,0
CASH_OUT,51121.05,0,0,0,0
CASH_OUT,202624.59,0,0,0,0
CASH_OUT,118235.16,0,0,0,0
CASH_OUT,118056.71,0,0,0,0
CASH_OUT,498960.91,0,0,0,0
CASH_OUT,691738.36,0,0,0,0
CASH_OUT,58820.08,0,0,0,0
PAYMENT,4419.04,52951,48531.96,0,0
PAYMENT,4270.02,9516,5245.98,0,0
PAYMENT,3007.83,49905,46897.17,0,0
PAYMENT,1824.59,25138,23313.41,0,0
PAYMENT,993.46,19448,18454.54,0,0
CASH_OUT,302693.14,18454.54,0,0,0
PAYMENT,1445.06,10892,9446.94,0,0
PAYMENT,4059.25,4186,126.75,0,0
PAYMENT,3417.18,126.75,0,0,0
DEBIT,3428.95,147798,144369.05,0,0
PAYMENT,5580.98,7781,2200.02,0,0
DEBIT,3455.85,3509,53.15,0,0
PAYMENT,7265.63,14508,7242.37,0,0
PAYMENT,3852.64,1449076.27,1445223.63,0,0
PAYMENT,7870.29,1445223.63,1437353.34,0,0
DEBIT,12872.92,11197,0,0,0
PAYMENT,6675.34,10107,3431.66,0,0
CASH_OUT,410201.89,21448,0,0,0
PAYMENT,13310.78,0,0,0,0
PAYMENT,664.35,102983,102318.65,0,0
PAYMENT,2130.3,10958,8827.7,0,0
PAYMENT,7771.4,8827.7,1056.3,0,0
PAYMENT,36349.35,1056.3,0,0,0
PAYMENT,749.34,0,0,0,0
PAYMENT,2340.34,0,0,0,0
PAYMENT,9686.85,0,0,0,0
PAYMENT,15785.85,0,0,0,0
PAYMENT,9006.78,0,0,0,0
PAYMENT,9014.95,0,0,0,0
PAYMENT,14420.66,0,0,0,0
PAYMENT,4802.31,0,0,0,0
PAYMENT,28527.44,0,0,0,0
PAYMENT,4182.93,0,0,0,0
PAYMENT,4088.21,0,0,0,0
PAYMENT,8491.9,0,0,0,0
DEBIT,6666.78,11876,5209.22,0,0
PAYMENT,6536.86,17319,10782.14,0,0
CASH_OUT,40684.97,10782.14,0,0,0
PAYMENT,1553.21,31516,29962.79,0,0
DEBIT,7344.92,0,0,0,0
CASH_OUT,106267.21,0,0,0,0
PAYMENT,5491.5,36605,31113.5,0,0
PAYMENT,3666.42,48117,44450.58,0,0
PAYMENT,5507.18,36030,30522.82,0,0
DEBIT,4565.14,30265,25699.86,0,0
PAYMENT,11348.71,734899,723550.29,0,0
TRANSFER,123179.97,7215,0,0,0
PAYMENT,7073.6,0,0,0,0
PAYMENT,2803.83,0,0,0,0
PAYMENT,106.81,0,0,0,0
PAYMENT,6297.71,762,0,0,0
PAYMENT,2610.01,58697.54,56087.54,0,0
PAYMENT,5320.1,56087.54,50767.43,0,0
PAYMENT,1460.63,1132,0,0,0
TRANSFER,522264.81,24,0,0,0
DEBIT,3584.21,135496,131911.79,0,0
PAYMENT,3704.97,24553,20848.03,0,0
PAYMENT,2773.61,14332,11558.39,0,0
PAYMENT,3896.42,11558.39,7661.97,0,0
PAYMENT,18781.84,7661.97,0,0,0
PAYMENT,6660.33,17710,11049.67,0,0
TRANSFER,26923.42,11049.67,0,0,0
TRANSFER,53783.57,0,0,0,0
TRANSFER,80333.28,0,0,0,0
TRANSFER,211075.91,0,0,0,0
TRANSFER,100677.86,0,0,0,0
TRANSFER,473499.51,0,0,0,0
TRANSFER,1538200.39,0,0,0,0
TRANSFER,2421578.09,0,0,0,0
TRANSFER,1349670.68,0,0,0,0
TRANSFER,314403.14,0,0,0,0
TRANSFER,1457213.54,0,0,0,0
TRANSFER,180368.84,0,0,0,0
TRANSFER,445038.71,0,0,0,0
TRANSFER,1123206.66,0,0,0,0
DEBIT,996,46132,45136,0,0
TRANSFER,176334.26,45136,0,0,0
TRANSFER,161217.61,0,0,0,0
TRANSFER,108443.61,0,0,0,0
TRANSFER,75442.68,0,0,0,0
TRANSFER,55536.86,0,0,0,0
TRANSFER,438437.09,0,0,0,0
TRANSFER,928722.69,0,0,0,0
TRANSFER,1478772.04,0,0,0,0
TRANSFER,2545478.01,0,0,0,0
TRANSFER,2061082.82,0,0,0,0
TRANSFER,983479.66,0,0,0,0
TRANSFER,635507.97,0,0,0,0
TRANSFER,848231.57,0,0,0,0
TRANSFER,739112.93,0,0,0,0
TRANSFER,324397.94,0,0,0,0
TRANSFER,982862.81,0,0,0,0
TRANSFER,955855,0,0,0,0
TRANSFER,179253.24,0,0,0,0
PAYMENT,5446.88,666,0,0,0
PAYMENT,648.64,873,224.36,0,0
PAYMENT,8494.71,11129,2634.29,0,0
CASH_OUT,373068.26,20034,0,0,0
CASH_IN,143236.26,0,143236.26,0,0
CASH_IN,228451.89,143236.26,371688.15,0,0
CASH_IN,35902.49,371688.15,407590.65,0,0
CASH_IN,232953.64,407590.65,640544.28,0,0
CASH_IN,65912.95,640544.28,706457.23,0,0
CASH_IN,193492.68,706457.23,899949.91,0,0
CASH_IN,60836.64,899949.91,960786.56,0,0
CASH_IN,62325.15,960786.56,1023111.71,0,0
CASH_IN,349640.51,1023111.71,1372752.22,0,0
CASH_IN,135324.19,1372752.22,1508076.41,0,0
CASH_IN,380015.14,1508076.41,1888091.55,0,0
CASH_IN,418688.27,1888091.55,2306779.82,0,0
CASH_IN,311023.52,2306779.82,2617803.34,0,0
CASH_IN,151862.38,2617803.34,2769665.72,0,0
CASH_IN,228710.05,2769665.72,2998375.78,0,0
CASH_IN,220431.09,2998375.78,3218806.87,0,0
CASH_IN,182861.45,3218806.87,3401668.32,0,0
CASH_IN,231881.5,3401668.32,3633549.82,0,0
CASH_IN,38071.17,3633549.82,3671620.98,0,0
CASH_IN,87117.29,3671620.98,3758738.27,0,0
CASH_IN,114271.72,3758738.27,3873009.99,0,0
CASH_IN,73199.1,3873009.99,3946209.08,0,0
CASH_IN,764772.98,3946209.08,4710982.07,0,0
CASH_IN,106847.36,4710982.07,4817829.42,0,0
CASH_IN,6287.28,4817829.42,4824116.71,0,0
CASH_IN,24936.34,4824116.71,4849053.05,0,0
CASH_IN,55837.16,4849053.05,4904890.21,0,0
CASH_IN,63255.29,4904890.21,4968145.5,0,0
CASH_IN,104605.78,4968145.5,5072751.28,0,0
CASH_IN,154160.82,5072751.28,5226912.1,0,0
CASH_IN,257348.03,5226912.1,5484260.13,0,0
CASH_IN,201073.81,5484260.13,5685333.94,0,0
CASH_IN,53560.68,5685333.94,5738894.62,0,0
CASH_IN,334234.39,5738894.62,6073129.01,0,0
CASH_IN,227335.16,6073129.01,6300464.17,0,0
CASH_IN,134426.08,6300464.17,6434890.26,0,0
CASH_IN,2643.45,6434890.26,6437533.71,0,0
CASH_IN,134977.11,6437533.71,6572510.82,0,0
CASH_IN,25090.03,6572510.82,6597600.85,0,0
CASH_IN,147388.67,6597600.85,6744989.53,0,0
CASH_IN,217615.09,6744989.53,6962604.61,0,0
CASH_IN,355294.5,6962604.61,7317899.11,0,0
CASH_IN,12336.48,7317899.11,7330235.59,0,0
CASH_IN,349505.89,7330235.59,7679741.48,0,0
CASH_IN,285185.34,7679741.48,7964926.82,0,0
CASH_IN,132953.45,7964926.82,8097880.27,0,0
CASH_IN,214851.41,8097880.27,8312731.68,0,0
CASH_IN,54988.56,8312731.68,8367720.25,0,0
CASH_IN,62871.06,8367720.25,8430591.3,0,0
CASH_IN,61150.85,8430591.3,8491742.16,0,0
CASH_IN,131409.27,8491742.16,8623151.43,0,0
CASH_IN,10844.33,8623151.43,8633995.76,0,0
PAYMENT,2054.84,22195,20140.16,0,0
CASH_IN,313373.56,20140.16,333513.72,0,0
CASH_IN,13289.87,333513.72,346803.59,0,0
CASH_IN,27070.11,346803.59,373873.7,0,0
CASH_IN,127954.7,373873.7,501828.4,0,0
CASH_IN,197031.04,501828.4,698859.44,0,0
CASH_IN,144366.64,698859.44,843226.08,0,0
CASH_IN,7965.49,843226.08,851191.57,0,0
CASH_IN,123103.74,851191.57,974295.31,0,0
CASH_IN,106634.77,974295.31,1080930.07,0,0
CASH_IN,74933.22,1080930.07,1155863.3,0,0
CASH_IN,120234.99,1155863.3,1276098.29,0,0
CASH_IN,5763.99,1276098.29,1281862.28,0,0
CASH_IN,156922.36,1281862.28,1438784.65,0,0
CASH_IN,162665.98,1438784.65,1601450.63,0,0
CASH_IN,110226.34,1601450.63,1601450.63,0,0
CASH_IN,142577.44,1601450.63,1744028.07,0,0
CASH_IN,6915.38,1744028.07,1750943.45,0,0
CASH_IN,157108.01,1750943.45,1908051.46,0,0
CASH_IN,223555.14,1908051.46,2131606.6,0,0
CASH_IN,146331.12,2131606.6,2277937.72,0,0
CASH_IN,141131.23,2277937.72,2419068.96,0,0
CASH_IN,222711.47,2419068.96,2641780.43,0,0
CASH_IN,84980.31,2641780.43,2726760.74,0,0
CASH_IN,628719.07,2726760.74,3355479.81,0,0
CASH_IN,79285.8,3355479.81,3434765.61,0,0
CASH_IN,57809.81,3434765.61,3492575.42,0,0
CASH_IN,75043.17,3492575.42,3567618.59,0,0
CASH_IN,248196.92,3567618.59,3815815.51,0,0
CASH_IN,18851.44,3815815.51,3834666.95,0,0
CASH_IN,403418.39,3834666.95,4238085.34,0,0
CASH_IN,235564.81,4238085.34,4473650.15,0,0
CASH_IN,32325.24,4473650.15,4505975.39,0,0
CASH_IN,345347.7,4505975.39,4851323.08,0,0
CASH_IN,355500.25,4851323.08,5206823.33,0,0
CASH_IN,103005.78,5206823.33,5309829.12,0,0
CASH_IN,108803.98,5309829.12,5418633.09,0,0
CASH_IN,259753.27,5418633.09,5678386.36,0,0
CASH_IN,234094.24,5678386.36,5912480.6,0,0
CASH_IN,273305.73,5912480.6,6185786.33,0,0
CASH_IN,186838.95,6185786.33,6372625.28,0,0
CASH_IN,193161.04,6372625.28,6565786.32,0,0
CASH_IN,152823.85,6565786.32,6718610.17,0,0
CASH_IN,91457.82,6718610.17,6810067.99,0,0
CASH_IN,277807.48,6810067.99,7087875.47,0,0
CASH_IN,8679.13,7087875.47,7096554.61,0,0
CASH_IN,2099.59,7096554.61,7098654.2,0,0
CASH_IN,221693.08,7098654.2,7320347.28,0,0
CASH_IN,206097.65,7320347.28,7526444.93,0,0
CASH_IN,22384.21,7526444.93,7548829.13,0,0
CASH_IN,73210.99,7548829.13,7622040.12,0,0
CASH_IN,236747.6,7622040.12,7858787.73,0,0
CASH_IN,6284.18,7858787.73,7865071.9,0,0
CASH_IN,100198.77,7865071.9,7965270.68,0,0
CASH_IN,160347.32,7965270.68,8125617.99,0,0
CASH_IN,289272.75,8125617.99,8414890.75,0,0
CASH_IN,63189.26,8414890.75,8478080,0,0
CASH_IN,196725.32,8478080,8674805.32,0,0
PAYMENT,5882.32,10252,4369.68,0,0
DEBIT,625.92,30165,29539.08,0,0
PAYMENT,5937.72,21779,15841.28,0,0
PAYMENT,9796.29,274658,264861.71,0,0
PAYMENT,13449.95,11080,0,0,0
PAYMENT,4749.6,8038,3288.4,0,0
PAYMENT,6460.86,31009,24548.14,0,0
PAYMENT,3605.26,10120,6514.74,0,0
PAYMENT,624.61,52594,51969.39,0,0
PAYMENT,3854.92,9241,5386.08,0,0
TRANSFER,420532.33,5386.08,0,0,0
PAYMENT,4402.86,4469,66.14,0,0
CASH_OUT,147804.02,66.14,0,0,0
PAYMENT,151.2,1904,1752.8,0,0
PAYMENT,58.21,14506,14447.79,0,0
PAYMENT,5936.82,741,0,0,0
CASH_OUT,145944.67,24376,0,0,0
TRANSFER,7206.33,24932,17725.67,0,0
DEBIT,5581.55,530,0,0,0
DEBIT,5853.21,5039,0,0,0
PAYMENT,2528.1,5037,2508.9,0,0
PAYMENT,5655.17,9522,3866.83,0,0
PAYMENT,1456.09,101018,99561.91,0,0
PAYMENT,4252.82,5545,1292.18,0,0
TRANSFER,276460.62,595,0,0,0
PAYMENT,8811.67,30848,22036.33,0,0
PAYMENT,12666.68,891,0,0,0
CASH_OUT,95636.49,0,0,0,0
CASH_OUT,195314.34,0,0,0,0
PAYMENT,6049.09,1,0,0,0
PAYMENT,14306.8,0,0,0,0
PAYMENT,1117.34,35611,34493.66,0,0
DEBIT,3179.7,124703.85,121524.14,0,0
PAYMENT,2880.68,121524.14,118643.46,0,0
PAYMENT,3060.54,118643.46,115582.92,0,0
PAYMENT,879.42,115582.92,114703.5,0,0
PAYMENT,3486.78,114703.5,111216.72,0,0
PAYMENT,21530.96,111216.72,89685.77,0,0
PAYMENT,2426.31,89685.77,87259.46,0,0
PAYMENT,5110.1,87259.46,82149.35,0,0
PAYMENT,207.75,82149.35,81941.6,0,0
PAYMENT,18437.04,81941.6,63504.55,0,0
PAYMENT,8690.69,63504.55,54813.86,0,0
PAYMENT,4946.03,54813.86,49867.83,0,0
PAYMENT,5432.09,49867.83,44435.75,0,0
PAYMENT,7649.41,44435.75,36786.34,0,0
PAYMENT,3943.17,36786.34,32843.16,0,0
PAYMENT,3101.33,32843.16,29741.84,0,0
TRANSFER,51719.13,882,0,0,0
PAYMENT,13465.91,0,0,0,0
PAYMENT,19561.05,0,0,0,0
PAYMENT,9762.28,129,0,0,0
PAYMENT,9778.81,18824,9045.19,0,0
CASH_OUT,562903.81,9045.19,0,0,0
PAYMENT,5055.94,30295,25239.06,0,0
PAYMENT,2858.89,21820,18961.11,0,0
PAYMENT,8531.42,18961.11,10429.69,0,0
PAYMENT,84.22,25828,25743.78,0,0
CASH_OUT,227478.01,25743.78,0,0,0
PAYMENT,5033.02,23946.7,18913.68,0,0
TRANSFER,100588.8,18913.68,0,0,0
PAYMENT,9374.72,21064,11689.28,0,0
PAYMENT,598.24,102631,102032.76,0,0
PAYMENT,4531.55,20125,15593.45,0,0
PAYMENT,2998.2,15593.45,12595.25,0,0
PAYMENT,9269.99,12595.25,3325.26,0,0
PAYMENT,1209.64,3325.26,2115.61,0,0
PAYMENT,1298.7,2115.61,816.91,0,0
PAYMENT,7797,816.91,0,0,0
PAYMENT,5831.03,0,0,0,0
PAYMENT,7067.9,0,0,0,0
PAYMENT,14895.51,0,0,0,0
PAYMENT,3316.21,0,0,0,0
PAYMENT,22276,0,0,0,0
PAYMENT,16505.51,0,0,0,0
PAYMENT,636.95,0,0,0,0
PAYMENT,2056.59,0,0,0,0
PAYMENT,704.74,0,0,0,0
PAYMENT,3222.32,0,0,0,0
PAYMENT,11889.61,0,0,0,0
PAYMENT,9491.89,0,0,0,0
PAYMENT,6131.21,0,0,0,0
PAYMENT,11938.61,0,0,0,0
PAYMENT,4233.45,0,0,0,0
PAYMENT,32643.79,0,0,0,0
PAYMENT,622.15,14112.8,13490.65,0,0
PAYMENT,4573.12,13490.65,8917.54,0,0
PAYMENT,6057.8,6996.1,938.3,0,0
PAYMENT,5770.32,938.3,0,0,0
PAYMENT,9152.97,0,0,0,0
DEBIT,12154.7,39699,27544.3,0,0
PAYMENT,8378.01,80899.44,72521.43,0,0
PAYMENT,9616.45,72521.43,62904.98,0,0
PAYMENT,2231.28,12998,10766.72,0,0
PAYMENT,4932.54,136555,131622.46,0,0
CASH_IN,65413.89,131622.46,197036.35,0,0
CASH_IN,98560.08,197036.35,295596.43,0,0
CASH_IN,15054.61,295596.43,310651.04,0,0
CASH_IN,161632.16,310651.04,472283.2,0,0
CASH_IN,47529.19,472283.2,519812.39,0,0
CASH_IN,9577.45,519812.39,529389.85,0,0
